0,6,0
0,8,2
0,9,0
0,11,3
0,13,1
0,14,3
0,15,8
0,19,4
0,22,4
0,23,0
0,25,5
0,26,2
0,27,3
0,37,2
0,38,0
0,40,7
0,47,4
0,48,2
0,53,0
0,56,4
0,64,1
0,68,3
0,72,3
0,74,4
0,77,3
0,88,2
0,90,7
0,92,1
0,102,0
0,109,1
0,113,1
0,118,4
0,124,0
0,130,8
0,134,1
0,137,2
0,143,2
0,146,2
0,147,1
0,160,9
0,171,3
0,173,4
0,177,1
0,186,4
0,190,8
0,198,2
0,200,7
0,203,2
0,212,0
0,216,1
0,219,3
0,223,0
0,233,1
0,237,0
0,241,1
0,242,1
0,248,3
1,1,7
1,5,3
1,7,1
1,11,8
1,12,2
1,14,1
1,15,0
1,17,2
1,30,1
1,39,4
1,44,2
1,56,9
1,62,1
1,65,4
1,69,0
1,77,4
1,80,2
1,83,3
1,84,4
1,92,2
1,97,4
1,98,4
1,99,4
1,100,1
1,101,6
1,102,3
1,109,3
1,111,5
1,113,0
1,116,5
1,121,7
1,130,2
1,133,2
1,137,3
1,138,2
1,140,4
1,144,3
1,151,6
1,154,2
1,155,0
1,156,7
1,157,3
1,158,2
1,163,2
1,164,2
1,165,0
1,169,2
1,176,9
1,177,2
1,178,2
1,184,0
1,192,2
1,199,2
1,207,1
1,215,3
1,221,9
1,222,0
1,227,4
1,232,3
1,235,3
1,242,0
1,244,2
2,5,1
2,7,6
2,9,4
2,12,7
2,13,3
2,15,3
2,16,4
2,18,3
2,27,6
2,28,1
2,29,2
2,31,3
2,43,0
2,45,0
2,51,1
2,52,5
2,56,3
2,61,3
2,62,9
2,64,2
2,66,1
2,71,2
2,73,0
2,76,1
2,80,3
2,81,0
2,84,2
2,85,1
2,104,0
2,108,3
2,111,4
2,114,3
2,122,9
2,123,1
2,127,6
2,128,0
2,132,5
2,134,3
2,135,1
2,139,4
2,140,0
2,144,0
2,161,3
2,164,3
2,176,1
2,177,9
2,180,2
2,186,2
2,187,6
2,197,5
2,207,8
2,209,2
2,212,9
2,225,1
2,228,0
2,229,0
2,230,1
2,231,1
2,235,0
2,240,0
2,242,7
2,243,2
2,245,3
2,246,0
2,249,2
3,0,3
3,2,0
3,4,1
3,6,0
3,7,0
3,9,1
3,11,3
3,13,5
3,20,2
3,32,0
3,38,8
3,42,4
3,44,4
3,46,1
3,49,4
3,55,2
3,60,0
3,67,3
3,70,1
3,78,8
3,83,9
3,85,0
3,92,0
3,93,6
3,95,1
3,96,4
3,100,0
3,102,2
3,104,0
3,105,0
3,106,0
3,107,1
3,112,4
3,113,7
3,115,1
3,117,1
3,118,6
3,130,0
3,138,5
3,139,1
3,141,3
3,146,3
3,147,3
3,149,1
3,151,1
3,152,2
3,158,5
3,162,3
3,165,4
3,169,4
3,173,7
3,175,4
3,176,4
3,178,7
3,186,2
3,188,5
3,191,4
3,204,3
3,205,1
3,206,3
3,208,8
3,226,1
3,230,4
3,235,0
3,239,3
3,240,3
3,242,3
3,244,2
3,245,1
4,1,2
4,2,2
4,5,3
4,7,3
4,8,3
4,10,4
4,18,0
4,19,6
4,22,3
4,24,8
4,30,4
4,36,1
4,37,0
4,42,1
4,46,3
4,49,5
4,51,2
4,52,3
4,55,3
4,60,4
4,61,2
4,62,1
4,65,4
4,70,4
4,72,1
4,75,1
4,77,4
4,78,0
4,80,0
4,81,0
4,84,7
4,87,0
4,91,4
4,94,5
4,96,1
4,101,2
4,107,4
4,110,2
4,117,4
4,124,8
4,126,0
4,128,2
4,135,4
4,141,2
4,143,2
4,147,3
4,148,3
4,150,4
4,152,4
4,158,0
4,159,9
4,162,2
4,165,2
4,169,5
4,171,3
4,172,3
4,177,3
4,179,9
4,181,0
4,184,6
4,186,0
4,190,0
4,192,2
4,193,2
4,195,2
4,198,4
4,203,3
4,205,1
4,213,2
4,217,4
4,221,2
4,223,4
4,224,6
4,227,1
4,229,5
4,234,8
4,236,3
4,242,3
4,245,4
5,1,1
5,2,1
5,9,4
5,11,4
5,14,1
5,20,6
5,23,3
5,26,3
5,31,3
5,32,3
5,34,2
5,38,0
5,46,2
5,47,0
5,48,3
5,51,2
5,53,0
5,58,4
5,73,2
5,88,3
5,90,5
5,92,3
5,94,0
5,98,3
5,102,0
5,108,4
5,114,0
5,117,3
5,118,0
5,121,2
5,125,6
5,128,2
5,135,5
5,137,0
5,140,6
5,145,6
5,146,4
5,147,1
5,149,4
5,151,4
5,152,4
5,154,1
5,157,3
5,160,9
5,165,9
5,170,6
5,176,1
5,180,7
5,181,2
5,182,3
5,187,2
5,189,2
5,193,3
5,198,0
5,199,2
5,211,4
5,213,1
5,220,9
5,223,4
5,234,0
5,236,2
5,237,0
5,241,0
5,248,0
6,1,5
6,9,4
6,12,2
6,13,2
6,14,3
6,16,7
6,19,3
6,24,0
6,27,1
6,34,0
6,35,2
6,44,3
6,50,1
6,64,0
6,65,1
6,67,2
6,70,4
6,75,1
6,76,6
6,82,4
6,85,4
6,88,2
6,96,5
6,101,5
6,102,3
6,109,1
6,112,3
6,113,1
6,114,3
6,115,3
6,116,6
6,122,1
6,127,1
6,132,2
6,138,4
6,142,0
6,144,0
6,145,1
6,149,0
6,150,3
6,162,3
6,163,4
6,173,0
6,175,0
6,182,0
6,185,0
6,192,1
6,194,4
6,195,4
6,205,4
6,206,6
6,216,7
6,218,1
6,224,0
6,227,3
6,237,3
6,239,1
6,241,8
6,242,0
6,244,4
6,245,1
6,248,1
7,3,0
7,6,2
7,12,5
7,18,3
7,21,2
7,25,0
7,29,2
7,30,0
7,35,3
7,43,1
7,45,1
7,47,5
7,48,2
7,49,0
7,51,0
7,53,3
7,57,6
7,60,1
7,61,1
7,67,8
7,68,1
7,69,0
7,79,4
7,89,1
7,94,2
7,95,3
7,101,1
7,102,8
7,106,2
7,109,2
7,116,3
7,118,0
7,121,1
7,124,4
7,127,9
7,128,0
7,133,0
7,137,8
7,138,0
7,139,1
7,140,0
7,143,2
7,144,1
7,149,2
7,150,3
7,156,3
7,157,7
7,160,1
7,163,4
7,164,3
7,166,1
7,168,2
7,177,9
7,178,2
7,180,1
7,182,7
7,188,2
7,190,1
7,198,2
7,201,4
7,204,0
7,213,4
7,214,3
7,216,2
7,217,9
7,218,4
7,220,4
7,229,4
7,236,4
7,239,4
7,241,1
7,242,5
7,243,1
7,244,1
7,246,3
8,0,4
8,4,2
8,6,4
8,12,4
8,16,4
8,34,2
8,36,1
8,40,3
8,44,3
8,45,1
8,47,1
8,53,8
8,55,1
8,60,3
8,63,5
8,66,4
8,72,3
8,73,8
8,76,4
8,84,3
8,88,5
8,89,2
8,92,3
8,93,6
8,95,0
8,96,0
8,103,7
8,110,2
8,112,1
8,114,4
8,118,6
8,119,4
8,122,1
8,124,4
8,142,4
8,148,8
8,150,0
8,153,8
8,159,1
8,162,1
8,169,4
8,174,0
8,175,4
8,180,3
8,181,2
8,182,1
8,186,1
8,187,2
8,190,3
8,191,2
8,193,9
8,194,2
8,213,8
8,214,1
8,217,3
8,224,1
8,237,3
8,239,3
8,242,1
8,245,2
8,248,7
8,249,0
9,1,1
9,2,1
9,7,1
9,9,8
9,11,0
9,13,4
9,17,3
9,20,2
9,23,0
9,27,3
9,29,6
9,41,4
9,48,2
9,49,5
9,53,3
9,55,0
9,57,2
9,58,1
9,62,3
9,73,2
9,76,4
9,77,1
9,79,5
9,83,3
9,84,9
9,85,2
9,86,4
9,100,0
9,102,3
9,111,1
9,113,0
9,116,0
9,125,0
9,126,1
9,133,4
9,134,7
9,135,2
9,137,2
9,139,7
9,146,1
9,147,2
9,154,9
9,155,4
9,158,4
9,167,4
9,171,4
9,176,2
9,181,2
9,182,4
9,183,3
9,191,3
9,200,3
9,203,4
9,204,6
9,205,0
9,214,7
9,217,1
9,219,9
9,220,4
9,221,1
9,222,1
9,223,0
9,226,1
9,232,4
9,239,6
9,242,0
9,244,7
9,245,0
10,4,2
10,9,1
10,11,3
10,14,0
10,15,7
10,17,3
10,19,1
10,24,2
10,27,4
10,28,2
10,30,5
10,33,2
10,35,9
10,38,1
10,39,3
10,40,7
10,42,1
10,43,1
10,46,2
10,47,0
10,49,2
10,50,6
10,52,1
10,65,6
10,73,4
10,75,5
10,78,2
10,80,8
10,81,4
10,84,2
10,85,5
10,88,2
10,91,0
10,92,0
10,93,3
10,96,0
10,106,4
10,109,1
10,121,1
10,128,2
10,135,8
10,144,0
10,149,0
10,153,4
10,156,4
10,158,0
10,159,0
10,160,8
10,163,4
10,164,4
10,167,3
10,168,4
10,180,5
10,186,4
10,187,0
10,188,1
10,196,1
10,197,2
10,202,3
10,210,7
10,212,1
10,213,1
10,214,3
10,216,4
10,218,4
10,220,6
10,221,2
10,228,2
10,231,3
10,233,4
10,236,2
10,240,9
10,242,0
10,248,1
10,249,3
11,0,1
11,2,2
11,5,0
11,7,0
11,10,4
11,12,0
11,20,3
11,22,0
11,27,4
11,33,3
11,37,2
11,39,1
11,40,4
11,42,2
11,44,1
11,46,7
11,50,4
11,51,6
11,54,4
11,58,0
11,59,4
11,60,2
11,63,2
11,73,3
11,75,4
11,78,4
11,89,0
11,93,0
11,95,1
11,97,1
11,99,4
11,100,1
11,102,0
11,104,4
11,107,1
11,123,4
11,128,2
11,129,2
11,130,4
11,134,2
11,138,1
11,139,4
11,140,1
11,156,5
11,166,8
11,169,0
11,171,8
11,172,1
11,174,2
11,179,0
11,180,3
11,185,1
11,193,3
11,194,0
11,195,1
11,197,3
11,202,4
11,203,4
11,206,8
11,208,3
11,209,3
11,214,4
11,216,5
11,219,3
11,227,3
11,231,8
11,236,6
11,239,0
11,240,0
11,248,2
12,0,2
12,3,3
12,4,4
12,6,2
12,7,8
12,8,1
12,12,6
12,15,4
12,18,3
12,20,4
12,22,6
12,25,3
12,27,5
12,32,6
12,37,5
12,39,2
12,41,4
12,49,4
12,52,5
12,55,3
12,59,0
12,61,2
12,62,7
12,64,1
12,65,4
12,71,4
12,73,0
12,75,3
12,76,1
12,77,6
12,78,4
12,80,3
12,81,3
12,86,2
12,87,9
12,92,7
12,95,0
12,96,3
12,100,4
12,101,4
12,111,4
12,115,0
12,120,4
12,123,2
12,125,4
12,139,2
12,149,1
12,150,3
12,152,5
12,156,3
12,157,5
12,158,4
12,166,4
12,167,5
12,171,1
12,172,9
12,176,2
12,178,4
12,182,7
12,184,3
12,190,3
12,191,2
12,193,3
12,196,1
12,207,7
12,210,0
12,212,8
12,214,0
12,219,4
12,222,6
12,224,0
12,238,2
12,239,3
12,244,1
12,247,8
13,0,3
13,4,4
13,6,1
13,11,1
13,28,7
13,29,0
13,31,1
13,32,3
13,33,7
13,34,4
13,37,4
13,39,1
13,51,2
13,52,1
13,54,1
13,55,3
13,59,3
13,72,0
13,74,2
13,76,2
13,78,5
13,81,2
13,89,3
13,91,2
13,96,2
13,100,3
13,103,7
13,105,4
13,115,3
13,118,7
13,123,5
13,134,3
13,137,2
13,142,0
13,148,5
13,152,2
13,155,4
13,156,4
13,159,1
13,169,2
13,173,8
13,176,2
13,180,4
13,181,1
13,182,4
13,184,2
13,189,3
13,190,2
13,191,1
13,197,0
13,198,8
13,207,2
13,209,1
13,210,1
13,211,1
13,219,1
13,220,2
13,223,8
13,226,4
13,233,6
13,239,0
13,240,3
13,243,6
13,245,2
13,246,1
13,248,7
14,1,3
14,15,0
14,19,6
14,21,4
14,27,0
14,29,7
14,30,2
14,32,2
14,33,0
14,35,2
14,37,0
14,41,2
14,43,0
14,45,4
14,47,4
14,48,1
14,51,1
14,54,9
14,55,4
14,56,1
14,73,3
14,75,0
14,83,2
14,86,2
14,87,4
14,88,0
14,91,0
14,92,4
14,93,4
14,94,6
14,96,0
14,100,2
14,102,1
14,103,0
14,113,0
14,119,7
14,123,3
14,127,4
14,130,3
14,131,4
14,140,3
14,141,3
14,144,8
14,147,1
14,148,4
14,149,6
14,150,1
14,154,6
14,160,1
14,161,2
14,162,4
